"","H","V","L","F","Tree","name","absPAR","absNIR","absTherm","totPs","netPs","totRf","totLE1","totLE2","totH"
"22",15,0,1.488,0.25,313,"H15_V0_L1.488_F0.25",83.2425,27.3683,49.8011,13.948,12.6993,1.2486,1583.4979,34.9693,61.9791
"23",15,0,1.488,0.4,313,"H15_V0_L1.488_F0.4",84.6188,27.6268,49.4485,14.048,12.7993,1.2486,1597.8132,35.206,62.7322
"24",15,0,1.488,0.5,313,"H15_V0_L1.488_F0.5",88.5295,28.3879,48.8594,14.3445,13.0959,1.2486,1635.1036,35.9503,65.3347
"25",15,0,1.488,0.65,313,"H15_V0_L1.488_F0.65",97.3651,30.1146,47.3995,15.0316,13.783,1.2486,1708.6263,37.6792,71.6116
"26",15,0,1.488,0.75,313,"H15_V0_L1.488_F0.75",105.791,31.8582,46.7365,15.6114,14.3628,1.2486,1777.9524,39.1452,78.2568
"27",15,0,1.488,0.85,313,"H15_V0_L1.488_F0.85",117.4083,34.1845,45.3157,16.3498,15.1012,1.2486,1866.1874,41.0197,87.311
"28",15,0,1.488,0.95,313,"H15_V0_L1.488_F0.95",132.2486,37.2205,44.1334,17.2212,15.9726,1.2486,1974.0095,43.2545,99.599
"29",15,0,1.488,1,313,"H15_V0_L1.488_F1",139.0705,38.6032,42.8546,17.6192,16.3706,1.2486,2018.0409,44.2686,105.0006
"30",15,0,1.488,1.05,313,"H15_V0_L1.488_F1.05",146.3677,40.1511,42.8493,18.0461,16.7975,1.2486,2065.7419,45.3753,111.7256
"31",15,0,1.488,1.15,313,"H15_V0_L1.488_F1.15",156.4274,42.2741,42.1719,18.6213,17.3727,1.2486,2121.3267,46.8652,121.0079
"32",15,0,1.488,1.25,313,"H15_V0_L1.488_F1.25",161.015,43.3254,41.6356,18.8706,17.622,1.2486,2143.259,47.5137,125.3634
"33",15,0,1.488,1.35,313,"H15_V0_L1.488_F1.35",161.6358,43.5591,41.4511,18.9035,17.6548,1.2486,2149.6179,47.6006,125.8577
"34",15,0,1.488,1.5,313,"H15_V0_L1.488_F1.5",161.493,43.6609,41.214,18.8977,17.6491,1.2486,2155.5574,47.5853,125.4527
"35",15,0,1.488,1.6,313,"H15_V0_L1.488_F1.6",161.4315,43.7095,41.0992,18.8951,17.6465,1.2486,2157.7185,47.5784,125.2949
"36",15,0,1.488,1.75,313,"H15_V0_L1.488_F1.75",161.3992,43.7325,41.0431,18.8936,17.645,1.2486,2159.8435,47.5745,125.1672
"37",15,0,1.488,1.85,313,"H15_V0_L1.488_F1.85",161.4049,43.7288,41.0524,18.8939,17.6453,1.2486,2159.8325,47.5752,125.1736
"38",15,0,1.488,1.99,313,"H15_V0_L1.488_F1.99",161.3526,43.7695,40.9622,18.8922,17.6436,1.2486,2160.9114,47.5707,125.076
"39",15,0,2.916,0.01,613,"H15_V0_L2.916_F0.01",51.1432,20.7642,55.8676,10.3309,9.0822,1.2486,1077.5193,50.7154,50.0371
"40",15,0,2.916,0.15,613,"H15_V0_L2.916_F0.15",51.2812,20.7863,55.81,10.3599,9.1113,1.2486,1079.8718,50.8803,50.0529
"41",15,0,2.916,0.25,613,"H15_V0_L2.916_F0.25",51.8765,20.9289,55.6204,10.4308,9.1822,1.2486,1087.2241,51.2308,50.3408
"42",15,0,2.916,0.4,613,"H15_V0_L2.916_F0.4",53.1775,21.2105,54.9257,10.6103,9.3616,1.2486,1101.2377,52.0659,50.8197
"43",15,0,2.916,0.5,613,"H15_V0_L2.916_F0.5",54.0232,21.3992,54.9041,10.7031,9.4545,1.2486,1112.0291,52.4988,51.3492
"44",15,0,2.916,0.65,613,"H15_V0_L2.916_F0.65",61.1266,22.9069,53.6307,11.4285,10.1799,1.2486,1188.7045,55.9864,55.6667
"45",15,0,2.916,0.75,613,"H15_V0_L2.916_F0.75",70.5868,24.8928,51.6138,12.3236,11.0749,1.2486,1280.8365,60.2999,61.6518
"46",15,0,2.916,0.85,613,"H15_V0_L2.916_F0.85",85.4193,27.9624,50.0825,13.6483,12.3997,1.2486,1407.644,66.743,72.8638
"47",15,0,2.916,0.95,613,"H15_V0_L2.916_F0.95",106.6638,32.4156,47.8413,15.2843,14.0357,1.2486,1561.1235,74.8589,90.2337
"48",15,0,2.916,1,613,"H15_V0_L2.916_F1",118.2138,34.8134,46.5353,16.1026,14.8539,1.2486,1634.5695,78.9753,100.0553
"49",15,0,2.916,1.05,613,"H15_V0_L2.916_F1.05",130.9084,37.5248,45.2662,16.9604,15.7118,1.2486,1707.6328,83.343,111.391
"50",15,0,2.916,1.15,613,"H15_V0_L2.916_F1.15",149.0371,41.4456,43.8178,18.1604,16.9117,1.2486,1788.4299,89.5036,128.9501
"51",15,0,2.916,1.25,613,"H15_V0_L2.916_F1.25",159.0984,43.7282,42.9064,18.7707,17.5221,1.2486,1818.8042,92.7105,139.4231
"52",15,0,2.916,1.35,613,"H15_V0_L2.916_F1.35",161.3797,44.3549,42.5488,18.8935,17.6449,1.2486,1831.5621,93.3752,141.5924
"53",15,0,2.916,1.5,613,"H15_V0_L2.916_F1.5",161.2819,44.456,42.3195,18.8893,17.6407,1.2486,1842.3547,93.3522,141.0156
"54",15,0,2.916,1.6,613,"H15_V0_L2.916_F1.6",161.1885,44.5656,42.0842,18.8859,17.6373,1.2486,1847.7122,93.3336,140.6911
"55",15,0,2.916,1.75,613,"H15_V0_L2.916_F1.75",161.1585,44.5996,42.009,18.8847,17.6361,1.2486,1851.3563,93.3272,140.4999
"56",15,0,2.916,1.85,613,"H15_V0_L2.916_F1.85",161.1428,44.6199,41.9631,18.884,17.6354,1.2486,1853.979,93.3233,140.3676
"57",15,0,2.916,1.99,613,"H15_V0_L2.916_F1.99",161.1374,44.6226,41.9566,18.8838,17.6351,1.2486,1854.1946,93.3221,140.3526
"58",15,0,4.402,0.01,925,"H15_V0_L4.402_F0.01",41.2262,18.5197,57.5225,8.9441,7.6954,1.2486,1008.2327,53.9782,42.1286
"59",15,0,4.402,0.15,925,"H15_V0_L4.402_F0.15",41.6454,18.6112,57.5448,9.0207,7.7721,1.2486,1012.7305,54.4036,42.4558
"60",15,0,4.402,0.25,925,"H15_V0_L4.402_F0.25",41.5063,18.6199,57.3744,9.0075,7.7589,1.2486,1007.5016,54.3331,42.455
"61",15,0,4.402,0.4,925,"H15_V0_L4.402_F0.4",41.1352,18.6033,57.0333,8.9233,7.6747,1.2486,1006.5684,53.8533,41.8896
"62",15,0,4.402,0.5,925,"H15_V0_L4.402_F0.5",41.8862,18.8461,56.5424,8.9975,7.7489,1.2486,1023.6764,54.291,41.8169
"63",15,0,4.402,0.65,925,"H15_V0_L4.402_F0.65",48.0505,20.2633,55.0634,9.7474,8.4988,1.2486,1105.6473,58.6255,44.7428
"64",15,0,4.402,0.75,925,"H15_V0_L4.402_F0.75",57.5915,22.3906,52.4486,10.819,9.5704,1.2486,1213.3201,64.8455,49.8807
"65",15,0,4.402,0.85,925,"H15_V0_L4.402_F0.85",72.6318,25.5076,51.2388,12.3055,11.0569,1.2486,1365.8048,73.6206,60.3918
"66",15,0,4.402,0.95,925,"H15_V0_L4.402_F0.95",95.3294,30.3435,48.4919,14.2512,13.0026,1.2486,1558.4161,85.2892,77.5243
"67",15,0,4.402,1,925,"H15_V0_L4.402_F1",108.2904,33.0819,46.8759,15.2421,13.9934,1.2486,1655.6484,91.3429,87.8412
"68",15,0,4.402,1.05,925,"H15_V0_L4.402_F1.05",121.9572,35.9835,45.5893,16.2488,15.0002,1.2486,1751.0011,97.5754,99.3263
"69",15,0,4.402,1.15,925,"H15_V0_L4.402_F1.15",144.6042,40.8573,43.6974,17.8473,16.5987,1.2486,1882.8413,107.6015,119.7764
"70",15,0,4.402,1.25,925,"H15_V0_L4.402_F1.25",157.6049,43.7286,42.4161,18.6863,17.4377,1.2486,1933.1001,112.9858,132.6372
"71",15,0,4.402,1.35,925,"H15_V0_L4.402_F1.35",161.1338,44.6406,41.9324,18.8843,17.6357,1.2486,1950.6145,114.3097,136.0542
"72",15,0,4.402,1.5,925,"H15_V0_L4.402_F1.5",161.0186,44.7923,41.6033,18.8798,17.6312,1.2486,1963.3319,114.279,135.3803
"73",15,0,4.402,1.6,925,"H15_V0_L4.402_F1.6",160.9714,44.863,41.4502,18.8778,17.6292,1.2486,1969.4675,114.266,135.063
"74",15,0,4.402,1.75,925,"H15_V0_L4.402_F1.75",160.9459,44.8971,41.3735,18.8767,17.6281,1.2486,1974.4139,114.2585,134.8175
"75",15,0,4.402,1.85,925,"H15_V0_L4.402_F1.85",160.9454,44.8967,41.3726,18.8766,17.628,1.2486,1975.7268,114.2581,134.7576
"76",15,0,4.402,1.99,925,"H15_V0_L4.402_F1.99",160.9409,44.9037,41.3582,18.8765,17.6279,1.2486,1974.4126,114.2572,134.8126
"77",15,0,5.485,0.01,1176,"H15_V0_L5.485_F0.01",23.0762,14.0814,60.1805,5.7819,4.5332,1.2486,735.7863,35.9079,33.5519
"78",15,0,5.485,0.15,1176,"H15_V0_L5.485_F0.15",24.5939,14.7584,59.13,6.0364,4.7878,1.2486,772.3729,37.3981,33.4773
"79",15,0,5.485,0.25,1176,"H15_V0_L5.485_F0.25",26.7997,15.338,58.6668,6.4298,5.1812,1.2486,812.8437,39.6831,34.1722
"80",15,0,5.485,0.4,1176,"H15_V0_L5.485_F0.4",31.2337,16.5808,57.5083,7.198,5.9494,1.2486,888.5973,44.1061,35.7731
"81",15,0,5.485,0.5,1176,"H15_V0_L5.485_F0.5",35.257,17.8356,55.6338,7.8581,6.6095,1.2486,950.6458,47.8686,37.1243
"82",15,0,5.485,0.65,1176,"H15_V0_L5.485_F0.65",44.7271,20.1148,54.0557,9.1943,7.9457,1.2486,1083.8311,55.5337,41.9338
"83",15,0,5.485,0.75,1176,"H15_V0_L5.485_F0.75",55.6841,22.6417,51.9021,10.5196,9.271,1.2486,1215.5819,63.1992,48.1298
"84",15,0,5.485,0.85,1176,"H15_V0_L5.485_F0.85",71.4518,26.0863,49.4756,12.156,10.9074,1.2486,1379.287,72.773,58.4312
"85",15,0,5.485,0.95,1176,"H15_V0_L5.485_F0.95",94.4207,31.0171,46.7118,14.164,12.9153,1.2486,1581.8882,84.78,75.467
"86",15,0,5.485,1,1176,"H15_V0_L5.485_F1",107.459,33.7205,45.2366,15.1712,13.9226,1.2486,1684.0912,90.9224,85.6662
"87",15,0,5.485,1.05,1176,"H15_V0_L5.485_F1.05",121.1659,36.5985,44.0429,16.1863,14.9377,1.2486,1784.7148,97.1997,96.9737
"88",15,0,5.485,1.15,1176,"H15_V0_L5.485_F1.15",143.9952,41.4629,42.3406,17.8099,16.5613,1.2486,1926.5836,107.3705,117.2416
"89",15,0,5.485,1.25,1176,"H15_V0_L5.485_F1.25",157.2079,44.2761,41.2375,18.6691,17.4205,1.2486,1980.3275,112.8731,130.1669
"90",15,0,5.485,1.35,1176,"H15_V0_L5.485_F1.35",160.8268,45.1279,40.9046,18.8725,17.6239,1.2486,1994.9856,114.2312,133.8047
