"","H","V","L","F","fla","Tree","name","absPAR","absNIR","absTherm","totPs","netPs","totRf","totLE1","totLE2","totH"
"94",15,0.1,2.916,1.6,10,666,"H15_V0.1_L2.916_F1.6_fla10",49.6277666666667,12.2264,7.93653333333333,4.4814,4.2192,0.2622,240.9046,23.5203666666667,54.0206
"95",15,0.1,2.916,1.6,20,666,"H15_V0.1_L2.916_F1.6_fla20",89.0339666666667,22.6588333333333,16.7016,8.6947,8.1703,0.5244,472.9562,45.7902,97.0597
"96",15,0.1,2.916,1.6,40,666,"H15_V0.1_L2.916_F1.6_fla40",145.766866666667,39.2608,35.9888666666667,16.2976666666667,15.2488666666667,1.0488,905.2026,85.5452333333333,159.488533333333
"97",15,0.1,2.916,1.75,0.1,666,"H15_V0.1_L2.916_F1.75_fla0.1",0.5553,0.1331,0.0724,0.0461,0.0435,0.0026,2.46583333333333,0.2397,0.602566666666667
"98",15,0.1,2.916,1.75,0.5,666,"H15_V0.1_L2.916_F1.75_fla0.5",2.7635,0.6628,0.3619,0.2303,0.2171,0.0131,12.3175666666667,1.198,2.99783333333333
"99",15,0.1,2.916,1.75,1,666,"H15_V0.1_L2.916_F1.75_fla1",5.4952,1.319,0.7238,0.4599,0.433633333333333,0.0262,24.6061333333333,2.3941,5.9585
"100",15,0.1,2.916,1.75,10,666,"H15_V0.1_L2.916_F1.75_fla10",49.6270666666667,12.2269666666667,7.93546666666667,4.48136666666667,4.21916666666667,0.2622,241.278966666667,23.5203,54.0033
"101",15,0.1,2.916,1.75,20,666,"H15_V0.1_L2.916_F1.75_fla20",89.0086333333333,22.6791,16.6616,8.6941,8.1697,0.5244,473.629266666667,45.7866,97.0081
"102",15,0.1,2.916,1.75,40,666,"H15_V0.1_L2.916_F1.75_fla40",145.745666666667,39.2835666666667,35.9389,16.2969,15.2481,1.0488,906.427066666667,85.5405666666667,159.4141
"103",15,0.1,2.916,1.85,0.1,666,"H15_V0.1_L2.916_F1.85_fla0.1",0.5553,0.133066666666667,0.0723666666666667,0.0461,0.0435,0.0026,2.4669,0.2397,0.6025
"104",15,0.1,2.916,1.85,0.5,666,"H15_V0.1_L2.916_F1.85_fla0.5",2.76356666666667,0.662733333333333,0.361766666666667,0.2303,0.2171,0.0131,12.3229,1.198,2.99746666666667
"105",15,0.1,2.916,1.85,1,666,"H15_V0.1_L2.916_F1.85_fla1",5.4953,1.31886666666667,0.7235,0.4599,0.433666666666667,0.0262,24.6168333333333,2.3941,5.9578
"106",15,0.1,2.916,1.85,10,666,"H15_V0.1_L2.916_F1.85_fla10",49.579,12.2611666666667,7.87,4.4804,4.2182,0.2622,241.2745,23.5148333333333,53.9632
"107",15,0.1,2.916,1.85,20,666,"H15_V0.1_L2.916_F1.85_fla20",89.0039333333333,22.6828666666667,16.6541666666667,8.69396666666667,8.16956666666667,0.5244,473.829433333333,45.7859,96.9952
"108",15,0.1,2.916,1.85,40,666,"H15_V0.1_L2.916_F1.85_fla40",145.7277,39.3000666666667,35.9049,16.2962666666667,15.2474666666667,1.0488,906.766066666667,85.5370333333333,159.383133333333
"109",15,0.1,2.916,1.99,0.1,666,"H15_V0.1_L2.916_F1.99_fla0.1",0.5553,0.1331,0.0724,0.0461,0.0435,0.0026,2.46693333333333,0.2397,0.602533333333333
"110",15,0.1,2.916,1.99,0.5,666,"H15_V0.1_L2.916_F1.99_fla0.5",2.7635,0.6628,0.3619,0.2303,0.2171,0.0131,12.3231,1.198,2.99763333333333
"111",15,0.1,2.916,1.99,1,666,"H15_V0.1_L2.916_F1.99_fla1",5.4952,1.319,0.7238,0.4599,0.433666666666667,0.0262,24.6172666666667,2.3941,5.95803333333333
"112",15,0.1,2.916,1.99,10,666,"H15_V0.1_L2.916_F1.99_fla10",49.5803333333333,12.2605666666667,7.871,4.48043333333333,4.21823333333333,0.2622,241.2873,23.5149333333333,53.9637333333333
"113",15,0.1,2.916,1.99,20,666,"H15_V0.1_L2.916_F1.99_fla20",89.0023333333333,22.6842333333333,16.6516,8.6939,8.1695,0.5244,473.8682,45.7856333333333,96.9921
"114",15,0.1,2.916,1.99,40,666,"H15_V0.1_L2.916_F1.99_fla40",145.6934,39.3381,35.8292,16.2952333333333,15.2464333333333,1.0488,906.739666666667,85.5308333333333,159.3557
